rrul,TCP upload BE,TCP download EF,TCP download BE,TCP download avg,TCP totals,TCP upload avg,TCP upload CS5,TCP download BK,TCP upload EF,TCP upload BK,Ping (ms) UDP EF,Ping (ms) avg,TCP download CS5,TCP download sum,Ping (ms) UDP BE,TCP upload sum,Ping (ms) ICMP,Ping (ms) UDP BK
0.0,,,,,,,,,,,,1.33,,,,,1.33,
0.2,,,,,,,,,,,1.6956981394985617,1.4280779593567832,,,,,1.1604577792150046,
0.4,,,,,,,,,,,2.339863079509875,1.551979608415258,,,,,0.7640961373206409,
0.6000000000000001,,,,,,,,,,,1.4657626273937885,1.145804341159308,,,,,0.8258460549248275,
0.8,,,,,,,,,,,1.5773107672329973,1.14547031427472,,,,,0.7136298613164429,
1.0,,,,,,,,,,,1.480309702758391,1.4944195185992188,,,,,1.508529334440047,
1.2000000000000002,,,,,,,,,,,1.4717365867942742,1.4958558024213757,,,,,1.5199750180484772,
1.4000000000000001,,,,,,,,,,,1.5339967004088988,1.3469983502044494,,,,,1.16,
1.6,,,,,,,,,,,1.5098997573981046,1.5434218162131659,,,1.5816238334645896,,1.5085879623583272,1.5735757116316424
1.8,,,,,,,,,,,1.5151385556273649,1.3336290944238829,,,1.5735106873814881,,0.6811550833541508,1.5647120513325277
2.0,,,,,,,,,,,1.4831985607451599,1.5326920139705844,,,1.5653975412983867,,1.5263235628053784,1.5558483910334129
2.2,,,,,,,,,,,1.4763339511958773,1.5326419965178038,,,1.5572843952152853,,1.5499649089257541,1.546984730734298
2.4000000000000004,,,,,,,,,,,1.5168606230723922,1.5559953950075112,,,1.5491712491321838,,1.619828637390285,1.5381210704351833
2.6,,,,,,,,,,,1.529092717162965,1.2865636699803984,,,1.5472665760670075,,0.5281296754703195,1.541765711221302
2.8000000000000003,,,,,,,,,,,1.5836116609536584,1.568364858979416,,,1.5671141592938145,,1.5559395395784827,1.5667940760917083
3.0,,,,,,,,,,,1.5445013167021566,1.680044123826433,,,1.574546388506983,,2.0269991889796364,1.574129601116956
3.2,,,,,,,,,,,1.55709883002415,1.5386734680166307,,,1.5525343940636243,,1.4918414432338847,1.553219204744864
3.4000000000000004,,,,,,,,,,,1.543793624148361,1.5851504619252728,,,1.5540586513740136,,1.6885953568145267,1.5541542153641903
3.6,,,,,,,,,,,1.555322024876279,1.6814779721840392,,,1.5571993249749359,,2.056603093979171,1.556787444905771
3.8000000000000003,,,,,,,,,,,1.5455762210085955,1.5570006745683942,,,1.559893292946662,,1.5632839770605687,1.5592492072577506
4.0,,,,,,,,,,,1.5678982531691428,1.2984932128614202,,,1.5585887378333023,,0.5086783775751595,1.5588074828680756
4.2,,,,,,,,,,,1.5220446359160853,1.4883419133301445,,,1.5312112337628372,,1.369268531044567,1.5308432525970892
4.4,,,,,,,,,,,1.5301510688122242,1.5461423657903985,,,1.5321935945211647,,1.5892867896973863,1.5329380101308185
4.6000000000000005,,,,,,,,,,,1.5357433865452503,1.521832907332738,,,1.5477858393574337,,1.4603317177101016,1.5434706857181657
4.800000000000001,,,,,,,,,,,1.5557297768039613,1.3776692631491128,,,1.5579477783820923,,0.846345709988003,1.5506537874223942
5.0,,,,,,,,,,,2.289461552147741,9.89863089694962,,,3.5929141556380033,,30.11838362554581,3.5937642544669233
5.2,122.62,1.58,2.25,1.9100000000000001,236.39000000000001,76.25,43.7,2.18,,62.43,39.73206759224942,34.08386690007555,1.63,7.640000000000001,19.096367100901304,228.75,58.4378563645105,19.06917654264096
5.4,87.70209751583843,2.16860088636695,9.228056782098296,6.617412251368931,178.61778659126483,50.71604586192971,33.96710603684546,8.60045868133468,,30.478934033105226,70.99916746518433,70.415380209533,6.4725326556757965,26.469649005475723,64.24508818859601,152.14813758578913,82.31619589802406,64.1010692863276
5.6000000000000005,69.7158562621461,2.7165602273929936,7.1039912445220015,7.648725025652619,144.06949693236396,37.82486560991783,22.802982815745192,12.541547419943841,,20.95575775186218,92.40428701707057,92.5197283375357,8.23280121075164,30.594900102610477,88.90327445173197,113.47459682975348,100.18125903790812,88.5900928434321
5.800000000000001,64.9018942091711,2.1222430058850157,7.913632057893661,8.142499520047767,148.29050442754587,28.930126586838703,11.638846285960263,13.208297777255087,17.38254392949109,21.797221922732355,110.87793476163046,109.83747197070282,9.325825239157304,32.56999808019107,107.76078510107656,115.72050634735481,113.25637870872748,107.45478931137677
6.0,63.36053017659616,2.239831620710013,19.322952582115263,11.813826853123341,155.61563074962066,27.09008083428182,7.061438490755125,11.607556979750008,14.42085221889913,23.51750245087687,121.16369149052504,122.97745431607493,14.084966229918084,47.255307412493366,121.93115556387701,108.36032333712728,127.01478447110686,121.8001857387908
6.2,62.02375377462201,3.469269427506285,7.263700244511298,7.735925051865217,135.0641464748979,26.03011156685926,7.218603414345453,9.92650115929903,11.459160508307171,23.418928570162407,132.67833029242806,134.48307876411576,10.284229376144253,30.943700207460868,132.00044995793556,104.12044626743705,139.6187778618594,133.63475694424
6.4,41.061290210760404,3.6883782120126103,10.424677686420416,8.045919274956798,108.3289544098997,19.03631932751813,7.37576833793578,10.171854328936032,8.497468797715213,19.210749963661115,,140.23613573018235,7.898766872458131,32.18367709982719,,76.14527731007252,140.23613573018235,
6.6000000000000005,55.004027312509436,1.5174675497303545,7.429093340394794,7.8601948007756,124.57376056586045,23.283245340689515,7.408572676594806,12.63385131862692,6.439734378001369,24.280646995652447,,137.7030169979798,9.860366994350331,31.4407792031024,,93.13298136275806,137.7030169979798,
6.800000000000001,71.22971643868992,1.4801290552342836,4.056659686043913,7.199758788757718,142.56005706128528,28.4402554765636,7.19649601184298,11.642234631190442,6.575904637968958,28.758904817752537,,137.89879363281264,11.620011782562234,28.79903515503087,,113.7610219062544,137.89879363281264,
7.0,51.667185781025815,2.0721551082371144,6.369255556862284,6.761706692153228,122.17912054115574,23.783073443135706,6.984419347091152,10.687500926961789,6.712074897936546,29.768613746489308,,143.70694085613408,7.917915176551726,27.046826768612913,,95.13229377254282,143.70694085613408,
7.2,51.07937211323428,2.0796184799557365,3.76474921078042,5.537277398494233,117.05707600085306,23.726991601719032,6.772342682339326,10.506898892190955,6.848245157904135,30.208006453398387,,148.78505497712425,5.797843011049817,22.14910959397693,,94.90796640687613,148.78505497712425,
7.4,47.887938889476686,2.557193271384551,5.579403012231505,6.514731176135854,118.97174725653447,23.228205637997764,8.450306050207391,10.633318936416986,7.259092509101429,29.315485103205553,,158.50373147192371,7.289009484510374,26.058924704543415,,92.91282255199106,158.50373147192371,
7.6000000000000005,43.14630201909378,2.5151764899162927,3.298702688797774,6.338531941428577,106.9573181202271,20.400797588628198,10.245063446386034,10.634128321646077,7.7534741342591476,20.458350754773832,,182.30597302789582,8.906120265354161,25.354127765714306,,81.60319035451279,182.30597302789582,
7.800000000000001,55.78294497887718,2.2454481860652487,4.31410425786273,5.2509299548918715,119.34842364908157,24.586175957378522,10.459313247693226,10.46431700216451,8.24785634876625,23.854589254177423,166.21967496959414,162.22268819481468,3.9798503734749966,21.003719819567486,165.78971565407778,98.34470382951409,150.28301143610167,166.5983507194851
8.0,53.91140750374615,2.6314952650100296,3.516447622486303,6.6940950792038345,130.54983357502624,25.943363314552723,9.829231623228761,14.50672358289319,8.736624102707248,31.296190028528734,170.13378488836034,167.78835563548762,6.121713846425814,26.776380316815338,169.7909818665817,103.77345325821089,160.79295584145012,170.4356999455583
8.200000000000001,55.15846024392531,2.31823044968157,2.8652655107092766,5.7467273467272335,133.99138304352596,27.751118414154256,9.24981210717087,10.373510634128499,9.22239254541827,37.37380876010257,174.04789480712654,172.21648048584458,7.42990279238959,22.986909386908934,173.7922480790856,111.00447365661702,166.75272988553468,174.2730491716315
8.4,50.87296298368025,1.8373029928072029,3.3279894516483752,4.321725746140993,126.80782032431128,27.380229334936825,8.883870021284904,7.473161252824548,9.692155803937501,40.071928530844644,177.96200472589274,178.51971033897087,4.648449287283846,17.286902984563973,177.7935142915895,109.5209173397473,180.21292394069656,178.11039839770467
8.6,36.45984480343836,2.0181409894372733,3.8287046310641126,4.857447176951117,104.5610820608106,21.282823338251532,8.517928371635794,9.667327558306006,9.225244407571369,30.92827577036061,181.87610997867742,182.014299486799,3.9156155289970758,19.42978870780447,181.79477573421352,85.13129335300613,182.4385691850028,181.94774304930223
8.8,44.24723570822782,2.0114926162944524,2.5107717557040283,5.033858891215632,109.47818245085381,22.335686721497822,9.117817049666927,11.213738474951219,8.758332454602947,27.21936167349359,185.73952169275688,186.07518137659216,4.399432717912829,20.13543556486253,185.73952169275688,89.34274688599129,187.06991639316433,185.75176572769055
9.0,45.54733445769775,2.2310048177988153,3.0241966104160607,5.872181171108816,118.9881746510764,23.874862491660284,10.98863096966209,12.573042021258981,8.724064641097648,30.239419898183648,188.8946776054964,188.77826575349792,5.6604812349614075,23.488724684435265,188.8946776054964,95.49944996664114,188.2334925051254,189.0902152978734
9.200000000000001,47.289159119625076,2.119282641351212,2.7191118708175734,4.22227470347867,122.2588739481484,26.34244378355843,11.820413137378416,7.628598231729527,9.714848252622604,36.545354624607626,193.02640278823625,192.93473049398273,4.422106070016367,16.88909881391468,193.0876755507733,105.36977513423372,192.2731360415442,193.3517075953771
9.4,45.453410041913294,2.1894981990047193,3.0028891937803612,4.590705443703319,121.36261234405728,25.749947642311003,10.651348098418849,7.5819749749604775,10.48017828133144,36.41485414758043,201.17766151411,200.80009151985863,5.5884594070677185,18.362821774813277,201.52415666871616,102.99979056924401,199.0,201.49854789660836
9.600000000000001,44.81581561527484,1.901569539943289,4.269669831742887,4.955241352972978,113.06068918693362,23.309930943760424,9.482284453093074,8.917122121332534,9.692944837792902,29.248678868880877,200.97615019192335,200.39696631352643,4.7326039188732025,19.820965411891912,200.91961781711223,93.2397237750417,199.0,200.69209724507013
9.8,44.33784055510098,1.854200863474286,3.407843464728322,4.75547993658592,116.70742479390086,24.421376261889293,9.408987841208816,8.925621875203872,8.905710455798074,35.0329661954493,201.3696979239906,201.2941456711909,4.8342535429372,19.02191974634368,201.08061446069087,97.68550504755717,201.99127929899853,200.7349910010836
10.0,43.76375334370937,2.0283414783353027,1.907299549388456,4.257725661433527,118.70996952539609,25.419766719915497,10.190383255034098,8.617519899236129,8.716004453478858,39.00892582743966,205.19357458413504,205.34246356830053,4.477741718774223,17.03090264573411,205.66072135807437,101.67906687966199,204.94665963650627,205.56889869448648
10.200000000000001,36.834107280672214,1.9741828143716005,2.690383577453206,4.481397159267694,112.06478980179767,23.534800291181725,10.65191090557573,8.707024104219665,9.876382020766032,36.77680095771292,207.66016092123678,207.4527273435206,4.553998141026305,17.925588637070778,208.48258037494625,94.1392011647269,205.9756571341937,207.6925109437056
10.4,32.29521247293249,2.1233307871882197,3.0215504470915207,4.5766858148954395,102.51928471932287,21.053135364935276,10.656551277973387,8.542062969849763,10.783654124882746,30.477123583952483,210.20793310719932,210.55223040210637,4.619799055452254,18.306743259581758,210.63261342786944,84.2125414597411,210.7631878257448,210.60518724761195
10.600000000000001,38.499125340798166,2.0876000035987685,2.84488154775491,4.445680466586379,109.9364705127585,23.038437161603248,10.658840634699208,8.32464970348763,10.589084241022762,32.40669842989285,214.83093503453728,214.55483210809126,4.525590611504207,17.782721866345515,216.9597855661429,92.15374864641299,212.88052798671197,213.54807984497293
10.8,41.09148732762548,2.038811155776108,2.8973152867230887,4.4503464424832115,110.70606129615999,23.226168881556788,10.654325961733557,8.34790233124055,10.39451412521718,30.76434811165093,214.64516357807403,214.63922454960493,4.517356996193102,17.801385769932846,214.96513203063793,92.90467552622715,214.86224633854448,214.0843562511633
11.0,26.2720696944343,2.0652873667647924,3.022857947458078,5.274305554513605,93.4851760420457,18.09698845599782,10.701517665019775,11.510002135092016,10.26059489009819,25.153771574439013,215.7263620355233,215.93637119938862,4.4990747687395345,21.09722221805442,215.69536208980728,72.38795382399128,215.92357351103706,216.40018716118684
11.200000000000001,42.413899429113876,2.036161142048305,2.8611365102425297,6.045065427379208,120.87708660733371,24.17420622445422,11.934011390668681,14.45315499480955,10.128116207676875,32.220797870357444,160.89543603324387,157.0163290015157,4.829809062416445,24.18026170951683,160.25233288478313,96.69682489781688,144.59800542116298,162.31954166687274
11.4,57.16998098948259,2.1294359151981403,2.187465794216449,4.6774705960330305,150.7155693039035,33.00142172994284,12.77151399031624,9.113842858895449,9.796977549614766,52.26721439035777,141.51446699981443,148.34223759364832,5.279137815822082,18.709882384132122,140.0996074920057,132.00568691977136,169.63883776563236,142.11603811714082
11.600000000000001,35.52332276114235,3.3026622793925773,1.730991736938365,5.194443782996198,115.30636380228015,23.632147167573837,12.465884178398504,10.271211881348638,9.352533538940305,37.18684819181419,167.33560088793178,168.9609037740685,5.472909234305212,20.777775131984793,167.22685079780598,94.52858867029535,173.27601863852883,168.00514477200738
11.8,39.49012579786077,2.5414199830359303,2.973599885115594,5.805112033345648,115.76972362270241,23.137318872329956,13.056222067766534,12.653092002131462,9.06564958425756,30.937278039434954,175.86313165243988,176.11408668303505,5.052336263099607,23.220448133382593,176.00272758260567,92.54927548931983,175.99023509381396,176.60025240328073
12.0,42.59213009565182,2.0765681441859853,2.6745742278834204,5.372179311743555,122.89834619812706,25.35240723778821,15.037389636023375,11.480451584639088,10.815650180304068,32.964459039173576,179.8433799985678,180.74871101196828,5.257123290265725,21.48871724697422,179.80591290389816,101.40962895115284,183.26355659112235,180.08199455428488
12.200000000000001,36.86059378538387,2.1507695027295752,3.044999653047753,4.2196531500241985,118.24651699860046,25.341976099625917,17.018557204280217,7.807021477110285,12.337727711243156,35.151025697596424,184.50950214666614,184.8531447204495,3.8758219672091814,16.878612600096794,184.1150036886451,101.36790439850367,186.22625074527872,184.56182230120808
12.4,33.3335310623108,2.045260665533219,2.4852982899702334,3.8414730821803404,117.50096281134125,25.53376762065497,18.136599590923876,7.892858392690681,12.049067857120912,38.6158719722643,188.92112119262794,188.85081367011315,2.942474980527229,15.365892328721362,188.25105251398796,102.13507048261988,189.30595104690255,188.92512992693415
12.600000000000001,36.214228497223615,2.017674481316202,2.7392494845130395,4.427013993741548,118.28991639660377,25.145465105409393,17.034600959508147,8.791333312729243,11.603471613262045,35.72955935164377,191.18585789089747,191.96598538955442,4.159798696407708,17.708055974966193,190.88331227294157,100.58186042163757,194.0369061089313,191.75786528544728
12.8,33.74756085039152,2.1468340529198335,2.8958950267750425,4.688057545764191,105.77242012047157,21.7550474843537,14.034599665960288,8.829885182692419,10.401324668943657,28.83670475211933,193.6307156709237,194.2293556016865,4.87961592066947,18.752230183056763,193.6307156709237,87.0201899374148,195.08296170136478,194.57302936353383
13.0,36.73101122256075,2.442218775761961,2.6033799521017187,4.98168159100687,117.4623942100411,24.383916961503406,13.20818081155419,9.91643776501709,9.199177724625269,38.39729808727341,196.9142284896732,197.29554638851403,4.964689871146709,19.92672636402748,196.9142284896732,97.53566784601362,198.06767865035582,197.28604992435393
13.200000000000001,37.072183025999315,2.255571752139809,2.865257145810113,4.739203176708866,114.2584440091876,23.825407825588034,13.703807501075664,9.30396006191767,8.968447502814744,35.55719327246241,200.39944178658246,200.74041586289502,4.532023746967873,18.956812706835464,200.32535914724198,95.30163130235213,201.99117418015055,200.24568833760506
13.4,28.699631853657742,2.216218637805248,2.9328782003216265,4.554902199361238,105.48927741357127,21.817417154031578,15.974864061432267,8.664662009480367,10.34436898754717,32.250803713489134,202.92301870884344,202.86437130256732,4.405849949837711,18.219608797444952,202.4780853041157,87.26966861612631,202.98684635610107,203.06953484120905
13.600000000000001,26.63249005534907,2.3144216090227223,3.1429073618470853,6.168749814286847,117.44081604060823,23.19145419586521,16.444693945375686,14.248258642674559,11.46439339929786,38.22423938343822,195.76226416117083,189.97602588368804,4.9694116436030225,24.674999257147388,195.13631447602958,92.76581678346083,173.91779257637043,195.08773232118133
13.8,35.219083320624335,2.4393938854858233,3.3530241684107405,5.458267337946108,128.5236612091571,26.672647964343163,15.723064545216497,11.480735430666542,12.091643004589406,43.65680098694242,189.97774765466298,188.48897141671827,4.559915867221326,21.83306935178443,189.3993799046629,106.69059185737265,186.0,188.5787581075472
14.0,34.98115160582616,2.690668792724609,3.1599724174501764,4.774593811668927,112.27665003156159,23.29456869622147,19.278621441169186,8.680997140122534,12.14700304205401,26.771498695836527,188.07384242225794,186.75351737139678,4.566736896378388,19.098375246675708,188.07276461231152,93.17827478488589,184.17935796613716,186.6881044848805
14.200000000000001,28.400108323727324,2.7066687965393066,3.8628955242201526,5.962877432843264,103.38795170043541,19.884110492265588,18.775870182303024,12.033300753449355,11.332998502188808,21.027464960843197,177.82021622353057,174.2909626211489,5.2486446571642436,23.851509731373056,178.16938318026288,79.53644196906235,164.1838812414374,176.99036983936475
